종목,코드,시장,현재가,전일종가,등락률,거래량,현재가 업데이트시각,추천 근거,진입 전략,리스크
셀바스헬스케어,208370,KOSDAQ,3090,3085,3.87,123449,2026-06-09T16:09:55,,,
썸에이지,208640,KOSDAQ,121,121,0.0,0,2026-06-09T16:09:55,,,
포톤,208710,KOSDAQ,2705,2420,-0.37,906413,2026-06-09T16:09:55,,,
다산디엠씨,208860,KOSDAQ,952,955,4.62,59726,2026-06-09T16:09:55,,,
와이제이링크,209640,KOSDAQ,5450,5190,6.03,441975,2026-06-09T16:09:55,,,
캔버스엔,210120,KOSDAQ,930,930,-29.06,3852343,2026-06-09T16:09:55,,,
인카금융서비스,211050,KOSDAQ,9330,9310,5.42,204191,2026-06-09T16:09:55,,,
AP위성,211270,KOSDAQ,12190,11850,3.66,135226,2026-06-09T16:09:55,,,
네오오토,212560,KOSDAQ,10140,9780,-0.69,217753,2026-06-09T16:09:55,,,
아이에스티이,212710,KOSDAQ,9430,8870,2.72,173883,2026-06-09T16:09:55,,,
덕산네오룩스,213420,KOSDAQ,33300,34400,5.05,185031,2026-06-09T16:09:55,,,
클래시스,214150,KOSDAQ,44500,43300,5.95,531057,2026-06-09T16:09:55,,,
헥토이노베이션,214180,KOSDAQ,15070,15010,5.31,50664,2026-06-09T16:09:55,,,
라파스,214260,KOSDAQ,7500,7080,11.61,50016,2026-06-09T16:09:55,,,
FSN,214270,KOSDAQ,1293,1328,-2.71,92747,2026-06-09T16:09:55,,,
케어젠,214370,KOSDAQ,74500,72600,9.24,128736,2026-06-09T16:09:55,,,
아이쓰리시스템,214430,KOSDAQ,64800,65700,3.51,35287,2026-06-09T16:09:55,,,
파마리서치,214450,KOSDAQ,276000,281500,6.56,94460,2026-06-09T16:09:55,,,
롤링스톤,214610,KOSDAQ,2290,2290,0.0,0,2026-06-09T16:09:55,,,
디알텍,214680,KOSDAQ,1255,1310,1.21,238059,2026-06-09T16:09:55,,,
골프존,215000,KOSDAQ,44550,44000,4.09,44333,2026-06-09T16:09:55,,,
솔디펜스,215090,KOSDAQ,1617,1634,1.89,84628,2026-06-09T16:09:55,,,
로보로보,215100,KOSDAQ,5230,5040,3.36,181186,2026-06-09T16:09:55,,,
메가스터디교육,215200,KOSDAQ,38850,38100,6.44,105158,2026-06-09T16:09:55,,,
우리산업,215360,KOSDAQ,7000,6990,-0.43,31766,2026-06-09T16:09:55,,,
우정바이오,215380,KOSDAQ,2465,2495,0.0,62175,2026-06-09T16:09:55,,,
토박스코리아,215480,KOSDAQ,2085,2040,-5.01,36865,2026-06-09T16:09:55,,,
신라젠,215600,KOSDAQ,2530,2430,4.55,617019,2026-06-09T16:09:55,,,
이노인스트루먼트,215790,KOSDAQ,1584,1504,14.53,19309153,2026-06-09T16:09:55,,,
인크로스,216050,KOSDAQ,5480,5440,2.81,37241,2026-06-09T16:09:55,,,
제테마,216080,KOSDAQ,4825,4695,0.52,113843,2026-06-09T16:09:55,,,
제너셈,217190,KOSDAQ,5490,5340,10.91,246226,2026-06-09T16:09:55,,,
넵튠,217270,KOSDAQ,2820,2760,1.81,56972,2026-06-09T16:09:55,,,
싸이토젠,217330,KOSDAQ,4025,4010,1.64,106428,2026-06-09T16:09:55,,,
에스디생명공학,217480,KOSDAQ,499,499,0.0,0,2026-06-09T16:09:55,,,
러셀,217500,KOSDAQ,1849,1828,2.1,308223,2026-06-09T16:09:55,,,
강스템바이오텍,217730,KOSDAQ,2460,2470,1.03,491075,2026-06-09T16:09:55,,,
원익피앤이,217820,KOSDAQ,2130,2055,3.9,203301,2026-06-09T16:09:55,,,
미래생명자원,218150,KOSDAQ,2020,1969,2.02,42723,2026-06-09T16:09:55,,,
RFHIC,218410,KOSDAQ,77600,72800,2.51,346657,2026-06-09T16:09:55,,,
타이거일렉,219130,KOSDAQ,63400,63100,29.92,314514,2026-06-09T16:09:55,,,
링크제니시스,219420,KOSDAQ,4320,4160,9.23,60748,2026-06-09T16:09:55,,,
디와이디,219550,KOSDAQ,1371,1361,0.0,61005,2026-06-09T16:09:55,,,
한국비티비,219750,KOSDAQ,571,571,0.0,0,2026-06-09T16:09:55,,,
퓨쳐켐,220100,KOSDAQ,11450,11440,5.34,76279,2026-06-09T16:09:55,,,
핸디소프트,220180,KOSDAQ,1611,1668,4.61,101595,2026-06-09T16:09:55,,,
켐트로스,220260,KOSDAQ,4395,4280,8.79,231160,2026-06-09T16:09:55,,,
지구홀딩스,221800,KOSDAQ,8790,8430,2.45,58890,2026-06-09T16:09:55,,,
하이즈항공,221840,KOSDAQ,2055,2035,1.48,42454,2026-06-09T16:09:55,,,
케이디켐,221980,KOSDAQ,9950,9890,0.91,1044,2026-06-09T16:09:55,,,
코스맥스엔비티,222040,KOSDAQ,6610,6680,4.42,151543,2026-06-09T16:09:55,,,
씨아이에스,222080,KOSDAQ,10280,10200,5.22,1277101,2026-06-09T16:09:55,,,
팬젠,222110,KOSDAQ,4710,4510,3.18,6838,2026-06-09T16:09:55,,,
NPX,222160,KOSDAQ,8040,8040,0.0,0,2026-06-09T16:09:55,,,
쎄노텍,222420,KOSDAQ,1172,1123,4.64,249372,2026-06-09T16:09:55,,,
심텍,222800,KOSDAQ,115100,109500,15.1,935079,2026-06-09T16:09:55,,,
한국맥널티,222980,KOSDAQ,1799,1863,0.5,24495,2026-06-09T16:09:55,,,
드림씨아이에스,223250,KOSDAQ,3955,3895,6.46,158117,2026-06-09T16:09:55,,,
사토시홀딩스,223310,KOSDAQ,5240,4550,3.76,49873,2026-06-09T16:09:55,,,
더코디,224060,KOSDAQ,3640,3360,-0.55,29216,2026-06-09T16:09:55,,,
에이텍모빌리티,224110,KOSDAQ,7950,7750,1.4,19650,2026-06-09T16:09:55,,,
LK삼양,225190,KOSDAQ,1407,1364,3.91,340470,2026-06-09T16:09:55,,,
제놀루션,225220,KOSDAQ,1489,1457,-0.4,52262,2026-06-09T16:09:55,,,
케이엠제약,225430,KOSDAQ,2150,2135,6.44,115398,2026-06-09T16:09:55,,,
HC보광산업,225530,KOSDAQ,2250,2250,-3.02,52108,2026-06-09T16:09:55,,,
넥슨게임즈,225570,KOSDAQ,9690,9350,0.31,155332,2026-06-09T16:09:55,,,
패션플랫폼,225590,KOSDAQ,4000,4070,1.78,9858,2026-06-09T16:09:55,,,
신테카바이오,226330,KOSDAQ,1950,1890,7.68,108247,2026-06-09T16:09:55,,,
본느,226340,KOSDAQ,2310,2380,14.07,114283,2026-06-09T16:09:55,,,
오스테오닉,226400,KOSDAQ,4505,4450,7.39,209137,2026-06-09T16:09:55,,,
엠디바이스,226590,KOSDAQ,14700,14240,8.81,81286,2026-06-09T16:09:55,,,
올릭스,226950,KOSDAQ,131700,123200,7.6,278056,2026-06-09T16:09:55,,,
프로브잇,227100,KOSDAQ,612,612,0.0,0,2026-06-09T16:09:55,,,
아우딘퓨쳐스,227610,KOSDAQ,981,988,2.19,54641,2026-06-09T16:09:55,,,
엔투텍,227950,KOSDAQ,1217,1126,1.08,151176,2026-06-09T16:09:55,,,
동양파일,228340,KOSDAQ,1734,1738,1.46,14426,2026-06-09T16:09:55,,,
레이,228670,KOSDAQ,4545,4700,2.6,75734,2026-06-09T16:09:55,,,
지노믹트리,228760,KOSDAQ,11800,12090,6.12,79531,2026-06-09T16:09:55,,,
레이언스,228850,KOSDAQ,6660,6990,6.05,47275,2026-06-09T16:09:55,,,
젠큐릭스,229000,KOSDAQ,2215,2120,1.14,301735,2026-06-09T16:09:55,,,
에치에프알,230240,KOSDAQ,25350,23050,0.0,343859,2026-06-09T16:09:55,,,
에코마케팅,230360,KOSDAQ,16000,16000,-0.06,65669,2026-06-09T16:09:55,,,
와이씨,232140,KOSDAQ,14550,14260,11.07,1108210,2026-06-09T16:09:55,,,
라온로보틱스,232680,KOSDAQ,14300,13550,7.68,289029,2026-06-09T16:09:55,,,
아이티센피엔에스,232830,KOSDAQ,2715,2545,5.85,55318,2026-06-09T16:09:55,,,
싸이닉솔루션,234030,KOSDAQ,4440,4350,8.03,160116,2026-06-09T16:09:55,,,
폴라리스세원,234100,KOSDAQ,2955,2850,2.25,33292,2026-06-09T16:09:55,,,
에스트래픽,234300,KOSDAQ,2860,2885,2.14,39756,2026-06-09T16:09:55,,,
헥토파이낸셜,234340,KOSDAQ,22950,22600,4.08,167075,2026-06-09T16:09:55,,,
녹십자웰빙,234690,KOSDAQ,8010,7850,0.38,115375,2026-06-09T16:09:55,,,
자이글,234920,KOSDAQ,5310,5310,0.0,0,2026-06-09T16:09:55,,,
메드팩토,235980,KOSDAQ,3345,3330,7.04,169358,2026-06-09T16:09:55,,,
슈프리마,236200,KOSDAQ,42100,42000,4.99,18243,2026-06-09T16:09:55,,,
엔비티,236810,KOSDAQ,1262,1280,7.22,49804,2026-06-09T16:09:55,,,
에스티팜,237690,KOSDAQ,118100,117800,7.85,141866,2026-06-09T16:09:55,,,
피앤씨테크,237750,KOSDAQ,4050,4060,0.0,19545,2026-06-09T16:09:55,,,
플레이디,237820,KOSDAQ,3085,3085,2.32,25388,2026-06-09T16:09:55,,,
클리오,237880,KOSDAQ,10210,10390,1.49,34814,2026-06-09T16:09:55,,,
앤디포스,238090,KOSDAQ,2425,2425,9.73,99420,2026-06-09T16:09:55,,,
얼라인드,238120,KOSDAQ,3220,3170,0.47,39391,2026-06-09T16:09:55,,,
비피도,238200,KOSDAQ,2215,2260,0.0,22800,2026-06-09T16:09:55,,,
힘스,238490,KOSDAQ,2445,2560,-3.93,29585,2026-06-09T16:09:55,,,
이스트에이드,239340,KOSDAQ,822,825,2.62,79174,2026-06-09T16:09:55,,,
에이치엘사이언스,239610,KOSDAQ,5940,5750,9.39,3258,2026-06-09T16:09:55,,,
피엔에이치테크,239890,KOSDAQ,3800,3690,9.51,58519,2026-06-09T16:09:55,,,
동방메디컬,240550,KOSDAQ,6100,5880,5.9,85366,2026-06-09T16:09:55,,,
유진테크놀로지,240600,KOSDAQ,2140,2085,0.23,18968,2026-06-09T16:09:55,,,
원익IPS,240810,KOSDAQ,119100,116700,13.54,1504096,2026-06-09T16:09:55,,,
DSC인베스트먼트,241520,KOSDAQ,11590,10700,6.72,382523,2026-06-09T16:09:55,,,
유니테크노,241690,KOSDAQ,2800,2765,4.09,85642,2026-06-09T16:09:55,,,
코스메카코리아,241710,KOSDAQ,69200,70000,3.13,55512,2026-06-09T16:09:55,,,
메카로,241770,KOSDAQ,37500,37700,8.7,19305,2026-06-09T16:09:55,,,
티이엠씨씨엔에스,241790,KOSDAQ,5740,5580,6.3,28973,2026-06-09T16:09:55,,,
피씨엘,241820,KOSDAQ,6040,6040,0.0,0,2026-06-09T16:09:55,,,
에이스토리,241840,KOSDAQ,2875,2950,4.36,54554,2026-06-09T16:09:55,,,
나무기술,242040,KOSDAQ,8410,7740,0.12,4434715,2026-06-09T16:09:55,,,
휴온스,243070,KOSDAQ,30550,28600,13.78,82045,2026-06-09T16:09:55,,,
신흥에스이씨,243840,KOSDAQ,5890,5820,1.55,435374,2026-06-09T16:09:55,,,
올리패스,244460,KOSDAQ,1651,1651,0.0,0,2026-06-09T16:09:55,,,
EDGC,245620,KOSDAQ,415,415,0.0,0,2026-06-09T16:09:55,,,
에스엘에스바이오,246250,KOSDAQ,1969,1969,0.0,0,2026-06-09T16:09:55,,,
TS인베스트먼트,246690,KOSDAQ,1317,1317,0.0,0,2026-06-09T16:09:55,,,
티앤알바이오팹,246710,KOSDAQ,2045,2020,3.02,148750,2026-06-09T16:09:55,,,
아스타,246720,KOSDAQ,6070,6070,0.0,0,2026-06-09T16:09:55,,,
SCL사이언스,246960,KOSDAQ,1760,1780,3.17,73508,2026-06-09T16:09:55,,,
에코프로비엠,247540,KOSDAQ,167600,164500,4.95,663769,2026-06-09T16:09:55,,,
나노씨엠에스,247660,KOSDAQ,3695,3535,-2.25,21034,2026-06-09T16:09:55,,,
보라티알,250000,KOSDAQ,6200,6170,-0.64,6343,2026-06-09T16:09:55,,,
모비스,250060,KOSDAQ,3235,3140,5.72,227993,2026-06-09T16:09:55,,,
예선테크,250930,KOSDAQ,400,396,-3.38,121016,2026-06-09T16:09:55,,,
바이오에프디엔씨,251120,KOSDAQ,9420,9140,8.15,22190,2026-06-09T16:09:55,,,
와이엠티,251370,KOSDAQ,13480,12460,9.77,149166,2026-06-09T16:09:55,,,
브이원텍,251630,KOSDAQ,4200,4100,4.35,36184,2026-06-09T16:09:55,,,
펌텍코리아,251970,KOSDAQ,33950,33500,1.95,47372,2026-06-09T16:09:55,,,
세화피앤씨,252500,KOSDAQ,639,679,4.75,42740,2026-06-09T16:09:55,,,
샘씨엔에스,252990,KOSDAQ,13560,12770,19.16,1273466,2026-06-09T16:09:55,,,
스튜디오드래곤,253450,KOSDAQ,23750,23800,0.64,105841,2026-06-09T16:09:55,,,
네오셈,253590,KOSDAQ,13030,12400,9.87,611495,2026-06-09T16:09:55,,,
수젠텍,253840,KOSDAQ,4950,4865,4.32,195856,2026-06-09T16:09:55,,,
자비스,254120,KOSDAQ,1001,963,5.37,178999,2026-06-09T16:09:55,,,
미래반도체,254490,KOSDAQ,24300,23350,9.21,244018,2026-06-09T16:09:55,,,
SG,255220,KOSDAQ,1870,1883,1.63,850009,2026-06-09T16:09:55,,,
야스,255440,KOSDAQ,8240,8210,3.13,36798,2026-06-09T16:09:55,,,
한독크린텍,256150,KOSDAQ,4735,4725,0.42,17914,2026-06-09T16:09:55,,,
포인트엔지니어링,256630,KOSDAQ,4445,4400,-1.0,1573,2026-06-09T16:09:55,,,
한국비엔씨,256840,KOSDAQ,2940,2840,7.3,1801926,2026-06-09T16:09:55,,,
킵스파마,256940,KOSDAQ,6120,6260,3.03,55549,2026-06-09T16:09:55,,,
피엔티엠에스,257370,KOSDAQ,2420,2225,10.0,23364,2026-06-09T16:09:55,,,
실리콘투,257720,KOSDAQ,33300,34500,0.91,651065,2026-06-09T16:09:55,,,
케일럼,258610,KOSDAQ,988,1026,-1.79,83755,2026-06-09T16:09:55,,,
소프트캠프,258790,KOSDAQ,4710,4180,3.4,39402,2026-06-09T16:09:55,,,
세종메디칼,258830,KOSDAQ,412,412,0.0,0,2026-06-09T16:09:55,,,
엠플러스,259630,KOSDAQ,11840,11540,4.13,109913,2026-06-09T16:09:55,,,
알리코제약,260660,KOSDAQ,2495,2505,-0.4,43128,2026-06-09T16:09:55,,,
씨티케이,260930,KOSDAQ,2570,2700,2.39,48029,2026-06-09T16:09:55,,,
에스앤디,260970,KOSDAQ,47900,48150,4.13,66563,2026-06-09T16:09:55,,,
덴티스,261200,KOSDAQ,2765,2555,9.72,39670,2026-06-09T16:09:55,,,
이지스,261520,KOSDAQ,4675,4670,7.35,28596,2026-06-09T16:09:55,,,
아리바이오랩,261780,KOSDAQ,2605,2495,7.42,613936,2026-06-09T16:09:55,,,
에이프로,262260,KOSDAQ,5700,5910,8.16,310285,2026-06-09T16:09:55,,,
아이퀘스트,262840,KOSDAQ,3015,2970,-1.47,30518,2026-06-09T16:09:55,,,
디케이앤디,263020,KOSDAQ,3295,3265,4.6,222289,2026-06-09T16:09:55,,,
유틸렉스,263050,KOSDAQ,959,959,0.0,0,2026-06-09T16:09:55,,,
덕우전자,263600,KOSDAQ,4265,4150,6.09,51990,2026-06-09T16:09:55,,,
디알젬,263690,KOSDAQ,4905,4900,0.31,37428,2026-06-09T16:09:55,,,
케어랩스,263700,KOSDAQ,1845,1805,2.79,39719,2026-06-09T16:09:55,,,
디앤씨미디어,263720,KOSDAQ,9000,9280,5.26,16014,2026-06-09T16:09:55,,,
펄어비스,263750,KOSDAQ,38600,40100,0.26,559051,2026-06-09T16:09:55,,,
유에스티,263770,KOSDAQ,1672,1694,1.15,32131,2026-06-09T16:09:55,,,
데이타솔루션,263800,KOSDAQ,4420,4280,1.84,89511,2026-06-09T16:09:55,,,
상신전자,263810,KOSDAQ,2570,2590,0.0,53147,2026-06-09T16:09:55,,,
지니언스,263860,KOSDAQ,14080,13780,3.38,29805,2026-06-09T16:09:55,,,
휴엠앤씨,263920,KOSDAQ,2850,2845,1.06,10389,2026-06-09T16:09:55,,,
유비쿼스,264450,KOSDAQ,11800,11230,2.88,90488,2026-06-09T16:09:55,,,
씨앤지하이테크,264660,KOSDAQ,14670,14050,12.24,92901,2026-06-09T16:09:55,,,
이랜시스,264850,KOSDAQ,5500,5260,3.38,404979,2026-06-09T16:09:55,,,
AP시스템,265520,KOSDAQ,23050,22250,11.35,120015,2026-06-09T16:09:55,,,
영화테크,265560,KOSDAQ,7220,7300,4.34,21139,2026-06-09T16:09:55,,,
엔에프씨,265740,KOSDAQ,5110,5140,5.14,89518,2026-06-09T16:09:55,,,
나인테크,267320,KOSDAQ,2635,2530,2.93,670958,2026-06-09T16:09:55,,,
배럴,267790,KOSDAQ,2995,3090,2.92,6820,2026-06-09T16:09:55,,,
매일유업,267980,KOSDAQ,32800,32850,1.55,9920,2026-06-09T16:09:55,,,
시스웍,269620,KOSDAQ,889,889,0.0,0,2026-06-09T16:09:55,,,
앱튼,270520,KOSDAQ,981,955,4.36,111966,2026-06-09T16:09:55,,,
에브리봇,270660,KOSDAQ,12720,12430,3.41,30893,2026-06-09T16:09:55,,,
뉴트리,270870,KOSDAQ,3695,3615,15.47,27136,2026-06-09T16:09:55,,,
팸텍,271830,KOSDAQ,2130,2250,-21.4,14519226,2026-06-09T16:09:55,,,
케이엔제이,272110,KOSDAQ,33350,32400,11.73,150124,2026-06-09T16:09:55,,,
이녹스첨단소재,272290,KOSDAQ,27350,26450,6.01,148616,2026-06-09T16:09:55,,,
와이즈버즈,273060,KOSDAQ,1101,1077,6.58,207108,2026-06-09T16:09:55,,,
와이엠텍,273640,KOSDAQ,6730,6570,2.59,70211,2026-06-09T16:09:55,,,
켄코아에어로스페이스,274090,KOSDAQ,22300,22500,9.85,530996,2026-06-09T16:09:55,,,
이노시뮬레이션,274400,KOSDAQ,2890,2705,5.09,17309,2026-06-09T16:09:55,,,
에스에스알,275630,KOSDAQ,3745,3755,3.74,15531,2026-06-09T16:09:55,,,
스코넥,276040,KOSDAQ,327,327,0.0,0,2026-06-09T16:09:55,,,
한울앤제주,276730,KOSDAQ,12500,13300,-0.08,12794,2026-06-09T16:09:55,,,
린드먼아시아,277070,KOSDAQ,3545,3500,2.16,3760,2026-06-09T16:09:55,,,
인산가,277410,KOSDAQ,835,824,-0.48,28704,2026-06-09T16:09:55,,,
레인보우로보틱스,277810,KOSDAQ,623000,598000,2.13,123696,2026-06-09T16:09:55,,,
티에스아이,277880,KOSDAQ,3800,3790,6.74,66411,2026-06-09T16:09:55,,,
천보,278280,KOSDAQ,39750,39650,5.02,72103,2026-06-09T16:09:55,,,
HLB바이오스텝,278650,KOSDAQ,2975,2985,1.88,47213,2026-06-09T16:09:55,,,
미디어젠,279600,KOSDAQ,3900,3695,-2.38,4287,2026-06-09T16:09:55,,,
레이크머티리얼즈,281740,KOSDAQ,15520,15320,3.54,479615,2026-06-09T16:09:55,,,
금양그린파워,282720,KOSDAQ,7800,7910,2.23,44575,2026-06-09T16:09:55,,,
코윈테크,282880,KOSDAQ,12690,12190,10.73,46608,2026-06-09T16:09:55,,,
카이노스메드,284620,KOSDAQ,1087,1087,0.0,0,2026-06-09T16:09:55,,,
노바텍,285490,KOSDAQ,13810,13680,3.91,71985,2026-06-09T16:09:55,,,
진영,285800,KOSDAQ,1090,1092,0.93,58793,2026-06-09T16:09:55,,,
나노실리칸첨단소재,286750,KOSDAQ,1389,1345,5.31,45341,2026-06-09T16:09:55,,,
인투셀,287840,KOSDAQ,24200,23700,9.5,101699,2026-06-09T16:09:55,,,
케이피항공산업,288180,KOSDAQ,11600,10360,-7.2,348193,2026-06-09T16:09:55,,,
파라택시스코리아,288330,KOSDAQ,416,416,0.0,0,2026-06-09T16:09:55,,,
에스프리즘,288620,KOSDAQ,7170,6860,-6.03,44953,2026-06-09T16:09:55,,,
모아데이타,288980,KOSDAQ,1000,930,1.11,261325,2026-06-09T16:09:55,,,
아이스크림에듀,289010,KOSDAQ,1218,1220,0.83,64811,2026-06-09T16:09:55,,,
SV인베스트먼트,289080,KOSDAQ,2425,2335,7.06,525424,2026-06-09T16:09:55,,,
자이언트스텝,289220,KOSDAQ,1701,1695,4.61,42888,2026-06-09T16:09:55,,,
웨이비스,289930,KOSDAQ,10590,10470,6.22,225263,2026-06-09T16:09:55,,,
트윔,290090,KOSDAQ,4955,4955,-0.1,4584,2026-06-09T16:09:55,,,
DH오토리드,290120,KOSDAQ,2650,2535,1.73,16871,2026-06-09T16:09:55,,,
휴네시온,290270,KOSDAQ,2810,2695,3.12,60797,2026-06-09T16:09:55,,,
신도기연,290520,KOSDAQ,1768,1770,4.8,27337,2026-06-09T16:09:55,,,
디케이티,290550,KOSDAQ,20700,21250,-0.96,490570,2026-06-09T16:09:55,,,
파라택시스이더리움,290560,KOSDAQ,1080,1040,4.35,42472,2026-06-09T16:09:55,,,
엘앤씨바이오,290650,KOSDAQ,77500,74600,-6.85,439378,2026-06-09T16:09:55,,,
다이나믹솔루션,290660,KOSDAQ,939,939,0.0,0,2026-06-09T16:09:55,,,
대보마그네틱,290670,KOSDAQ,6180,6260,2.66,22743,2026-06-09T16:09:55,,,
소룩스,290690,KOSDAQ,4510,4460,5.87,1055007,2026-06-09T16:09:55,,,
푸드나무,290720,KOSDAQ,2780,2705,16.32,79827,2026-06-09T16:09:55,,,
액트로,290740,KOSDAQ,11840,11450,8.23,45925,2026-06-09T16:09:55,,,
엔피,291230,KOSDAQ,575,724,-11.13,2425694,2026-06-09T16:09:55,,,
압타머사이언스,291650,KOSDAQ,823,850,-3.52,65454,2026-06-09T16:09:55,,,
핀텔,291810,KOSDAQ,1594,1650,-12.75,10156772,2026-06-09T16:09:55,,,
카카오게임즈,293490,KOSDAQ,8620,8510,-2.49,337713,2026-06-09T16:09:55,,,
나우IB,293580,KOSDAQ,1633,1538,4.15,1087573,2026-06-09T16:09:55,,,
압타바이오,293780,KOSDAQ,5110,5050,4.93,71810,2026-06-09T16:09:55,,,
이오플로우,294090,KOSDAQ,1490,1490,0.0,0,2026-06-09T16:09:55,,,
레몬,294140,KOSDAQ,2410,2450,16.43,65867,2026-06-09T16:09:55,,,
쿠콘,294570,KOSDAQ,21600,21500,5.37,17446,2026-06-09T16:09:55,,,
서남,294630,KOSDAQ,2955,2910,2.78,160625,2026-06-09T16:09:55,,,
에이치브이엠,295310,KOSDAQ,98400,101400,3.69,203084,2026-06-09T16:09:55,,,
이노에이엑스,296640,KOSDAQ,5760,5820,2.49,6306,2026-06-09T16:09:55,,,
씨에스베어링,297090,KOSDAQ,4160,4335,0.6,155132,2026-06-09T16:09:55,,,
알로이스,297570,KOSDAQ,1300,1245,9.43,2891298,2026-06-09T16:09:55,,,
HB솔루션,297890,KOSDAQ,1800,1740,5.45,397643,2026-06-09T16:09:55,,,
풍전약품,298060,KOSDAQ,2710,3000,4.23,138767,2026-06-09T16:09:55,,,
에이비엘바이오,298380,KOSDAQ,92400,90200,4.29,574281,2026-06-09T16:09:55,,,
더네이쳐홀딩스,298540,KOSDAQ,5940,5930,0.17,38867,2026-06-09T16:09:55,,,
슈어소프트테크,298830,KOSDAQ,5000,4975,3.09,542024,2026-06-09T16:09:55,,,
하나기술,299030,KOSDAQ,17130,17950,6.4,25856,2026-06-09T16:09:55,,,
더블유에스아이,299170,KOSDAQ,1519,1600,1.95,268802,2026-06-09T16:09:55,,,
셀리드,299660,KOSDAQ,2490,2390,-2.16,289161,2026-06-09T16:09:55,,,
위지윅스튜디오,299900,KOSDAQ,294,316,-1.01,1082070,2026-06-09T16:09:55,,,
플리토,300080,KOSDAQ,7810,7630,4.27,67895,2026-06-09T16:09:55,,,
라온피플,300120,KOSDAQ,586,589,3.35,172709,2026-06-09T16:09:55,,,
바이브컴퍼니,301300,KOSDAQ,1709,1597,6.81,26663,2026-06-09T16:09:55,,,
이노메트리,302430,KOSDAQ,7600,7330,7.34,49928,2026-06-09T16:09:55,,,
리메드,302550,KOSDAQ,2790,2825,4.89,42719,2026-06-09T16:09:55,,,
지니틱스,303030,KOSDAQ,1959,1901,-2.54,25238,2026-06-09T16:09:55,,,
프로티아,303360,KOSDAQ,4050,4115,2.4,4349,2026-06-09T16:09:55,,,
이노뎁,303530,KOSDAQ,3330,3285,6.05,18251,2026-06-09T16:09:55,,,
동국생명과학,303810,KOSDAQ,2785,2695,4.31,51025,2026-06-09T16:09:55,,,
솔트룩스,304100,KOSDAQ,16500,15870,6.93,121413,2026-06-09T16:09:55,,,
에스바이오메딕스,304360,KOSDAQ,29000,30750,11.75,61886,2026-06-09T16:09:55,,,
피플바이오,304840,KOSDAQ,990,952,0.61,62819,2026-06-09T16:09:55,,,
마이크로디지탈,305090,KOSDAQ,2535,2500,-1.17,132202,2026-06-09T16:09:55,,,
에스제이그룹,306040,KOSDAQ,2180,2265,-2.46,179729,2026-06-09T16:09:55,,,
지아이에스,306620,KOSDAQ,2590,2400,9.28,623453,2026-06-09T16:09:55,,,
아이엘,307180,KOSDAQ,7230,6570,4.93,878404,2026-06-09T16:09:55,,,
원바이오젠,307280,KOSDAQ,6250,6060,8.7,16678,2026-06-09T16:09:55,,,
국전,307750,KOSDAQ,2410,2315,4.1,183135,2026-06-09T16:09:55,,,
비투엔,307870,KOSDAQ,995,1009,-5.78,440486,2026-06-09T16:09:55,,,
컴퍼니케이,307930,KOSDAQ,7770,7410,-2.26,383156,2026-06-09T16:09:55,,,
바이젠셀,308080,KOSDAQ,9830,9310,-1.7,269079,2026-06-09T16:09:55,,,
형지글로벌,308100,KOSDAQ,584,591,3.36,173324,2026-06-09T16:09:55,,,
셀비온,308430,KOSDAQ,17930,17680,2.46,62804,2026-06-09T16:09:55,,,
아이티켐,309710,KOSDAQ,21000,21000,0.0,0,2026-06-09T16:09:55,,,
조이웍스앤코,309930,KOSDAQ,1581,1557,0.0,54377,2026-06-09T16:09:55,,,
LB인베스트먼트,309960,KOSDAQ,4460,4450,5.06,60861,2026-06-09T16:09:55,,,
애니플러스,310200,KOSDAQ,2200,2180,2.09,168484,2026-06-09T16:09:55,,,
보로노이,310210,KOSDAQ,186500,198000,3.04,183803,2026-06-09T16:09:55,,,
디와이씨,310870,KOSDAQ,1256,1217,4.67,164833,2026-06-09T16:09:55,,,
지오엘리먼트,311320,KOSDAQ,6840,6860,7.55,53233,2026-06-09T16:09:55,,,
네오크레마,311390,KOSDAQ,3040,2990,4.83,10049,2026-06-09T16:09:55,,,
CJ 바이오사이언스,311690,KOSDAQ,4675,4630,5.29,16807,2026-06-09T16:09:55,,,
에이에프더블류,312610,KOSDAQ,723,612,1.69,52997,2026-06-09T16:09:55,,,
캐리,313760,KOSDAQ,468,468,0.0,0,2026-06-09T16:09:55,,,
지놈앤컴퍼니,314130,KOSDAQ,5950,5810,22.81,1050749,2026-06-09T16:09:55,생명공학 AI 신약 개발 임상 진입,바이오주 강세 시 매수,임상 실패 리스크
알피바이오,314140,KOSDAQ,5230,5140,0.0,3593,2026-06-09T16:09:55,,,
바이오다인,314930,KOSDAQ,10840,10150,11.75,164959,2026-06-09T16:09:55,,,
딥노이드,315640,KOSDAQ,2200,2175,1.15,145810,2026-06-09T16:09:55,,,
라닉스,317120,KOSDAQ,1687,1606,3.12,78568,2026-06-09T16:09:55,,,
TS트릴리온,317240,KOSDAQ,891,882,2.18,402038,2026-06-09T16:09:55,,,
덕산테코피아,317330,KOSDAQ,15130,14770,8.54,101498,2026-06-09T16:09:55,,,
에피소드컴퍼니,317530,KOSDAQ,2945,3000,-2.0,17405,2026-06-09T16:09:55,,,
퀀타매트릭스,317690,KOSDAQ,2840,2765,4.6,58780,2026-06-09T16:09:55,,,
